"","index","song","year","artist","genre","lyrics","sum_babiness","sum_conc"
"1216",33798,"pay-what-you-owe",2010,"bone-thugs-n-harmony","Hip-Hop","codenewline they know i'm crazy by the flow codenewline ngga never lazy 'bout my dough dough dough codenewline i'm in the flesh but i'm quest for mo' codenewline bizzy wish baby just pay me the money i'm owed owed owed codenewline oh yeah codenewline back is that mighty reala codenewline oh yeah codenewline doin' it the way they never codenewline oh yeah ooooh oooh yeah ah yeah codenewline see all i know was get out and get it codenewline i stay on the grind all night 'til my feet go numb codenewline blowin' mo' weed than cheech chong codenewline livin' by the motto to each his own codenewline got speed its on codenewline flesh freed he home codenewline then we'd go wrong it wasn't in the plan codenewline designed by the man upstairs codenewline this testimony and we say 'we can we can' codenewline we can do it codenewline gotta put ya mind to it codenewline put ya feet in the dirt codenewline just push right through it codenewline when shit get rough codenewline you gotta stick to it codenewline play that bone thug music codenewline it's that feelgood music codenewline chill or act a fool with it codenewline real thug niggas with reallife drama is just like watchin' a movie codenewline soundtrack of my life codenewline right how they bounce back more than twice codenewline alright i admit we done did some crazy shit codenewline but i stop repent codenewline kept god in my sights codenewline recognize it was a fight codenewline either you're wrong or you're right codenewline let the song be the light codenewline eternally them bone thug soldiers codenewline i'm mighty mothuggin' fo' life codenewline codenewline oh yeah codenewline they back finna hit y'all with that mighty real good oh codenewline no doubt about it codenewline you bound to feel it good codenewline we still hood even though we came up codenewline changed the whole game up codenewline no matter how much they angry steady saying we ain't the same codenewline pointing the blame at us codenewline the only thing is imma go get it even if i gotta split your wig codenewline they can't get enough of my style cause i got the job well done winning it winnin' it codenewline big up's to all of my hustlers codenewline while the globe spinnin' it ain't time to sleep codenewline break me off a piece of that paradise pie codenewline 'til the day i die imma represent my peeps codenewline hit up food from all of this codenewline somebody sneak they piece codenewline nothin' but heat for the streets codenewline now turn up that bone beat beat codenewline they tried to hold me but couldn't keep me down cause flesh got a whole world of my trues to be found codenewline codenewline you owe me money man codenewline if not i gotta get my respect codenewline it's too many years of grindin' codenewline baby mama want my royalty checks codenewline it ain't about twista codenewline but nobody flippin' their tongue like ripsta codenewline no nigga done caused my earthquake like march codenewline remember that way little capo got hurt when codenewline my niggas is hurtin' daily codenewline good thing wally see me and krayzie codenewline they would have just left them hailin codenewline and there were shots in the melee codenewline it was never to protect myself codenewline little layzie got em baby codenewline and i pop popped everyone else codenewline tanks swell over the double codenewline me problems tends again and never left codenewline when i see the face of zee codenewline bothers me back'n yo step codenewline you never could feel my wepts remember that codenewline would never have got dissed with bone codenewline off to another dimension codenewline you owe me but i'm on my own codenewline now come on codenewline codenewline yeah codenewline still chasin' that paper dawg codenewline and i won't slow down 'til i done made it all codenewline they better give me what's mine codenewline imma get it then go grind codenewline get up in it one mo' time time codenewline better ask about my rep codenewline better check yourself self self codenewline they must've thought i was somebody else body else codenewline yeah everybody better little bit of bone thugs codenewline bet they'll never own us codenewline we originated that there sho' nuff codenewline better run and go get they flow heard codenewline came from cleveland ohio codenewline the realest that i know codenewline they'll never sound nothin' like bone clones codenewline them faders the greatest and even the haters is singin' codenewline yeah we make 'em zone codenewline we make 'em sing sing codenewline no matter what they say codenewline everybody all know bone changed the game game game codenewline we made them sing like me codenewline against the grain grain grain codenewline if they don't wanna respect me and where i come from codenewline i tell 'em they can run on up come on over and get 'chu some get 'chu some some codenewline codenewline ",1086.334365633,1605.12
"1217",55616,"nobody-beats-the-biz",2006,"biz-markie","Hip-Hop","yes y'all and to the like beatand codenewline you could either dance or just have a seat and codenewline listen to the wayin what i am displayin' codenewline a different kind of rapper language that i am sayin' codenewline to all the party people that absorbing the info codenewline when it come to rockin' parties i am a nymphomaniac codenewline brainiac for doin' my dance codenewline and my record make the music will put you in a tranceand codenewline hypnotize your bodyand like you do bacardiand codenewline you won't be fightin' or illin' you just be partyin' codenewline down with the funky sound with yours truly codenewline i'm the original be bizmarkie and codenewline i came to have fun and not be number one and codenewline just hear to let you know who's like runnin' the place codenewline and everywhere that i perform and do a show as long as you know that codenewline nobody beats the biz codenewline nobody beats the biz codenewline nobody beats the biz codenewline nobody beats the biz codenewline nobody beats the biz codenewline nobody beats the biz codenewline nobody beats the biz codenewline nobody beats the biz codenewline you know me as the bizmarkie and codenewline i go for what i know doin' a show for human beings codenewline i'm guaranteed to rock i make the ladies scream and shout codenewline i'm bound to wreck your body and say turn the party out codenewline the mardi rapper toetapper always have it flowin' codenewline and when you hear the biz markie i get the job done codenewline yes i'm the mar the kie you know that's me codenewline i got the stutter step to keep in check my speed is so unique codenewline they say i look and sound funny but i don't be carin' codenewline i rock the latin quarter rooftop union square and codenewline roseland the heartthrob madison square garden codenewline even rock for the world fair at jaffer center codenewline pardon the way that i be talkin' 'bout the places i be rockin' codenewline i love to perform for the people that be clockin' codenewline not sayin' that you're on mine you're on it like a hornet codenewline but you pay for the performance doggone it you want it codenewline that's why i'm here to be like lettin' you knowin' codenewline that i'mma highly recognized as the king of disco and codenewline makin' people as they have a lot of enjoyment codenewline i'm the best person for this type of employment that's why codenewline nobody beats the biz codenewline nobody beats the biz codenewline nobody beats the biz codenewline nobody beats the biz codenewline nobody beats the biz codenewline nobody beats the biz codenewline nobody beats the biz codenewline nobody beats the biz codenewline on and on to the break of dawn codenewline when you buy food cheap you need a coupon codenewline or catch a sale retail before it gets stale codenewline so hurry up and get the wic check out the mail codenewline and shop nonstop but how i hiphop codenewline on the mic and like codenewline make you cooperate with the rhythm that is what i give 'em codenewline reagan is the pres but i voted for shirley chisholm codenewline it might sound confusing the style that i'm using codenewline but in the end i'm sure that you will find it quite amusing codenewline and funny oh honey it's just ridiculous codenewline don't try to front come on and admit you was codenewline thrilled chilled your heart was all filled codenewline so respect the architect as i begin to build codenewline science and my reliance is upon my rap codenewline like carl lewis i get to it so let's go the lap codenewline nobody beats the biz codenewline nobody beats the biz codenewline nobody beats the biz codenewline nobody beats the biz codenewline nobody beats the biz codenewline nobody beats the biz codenewline nobody beats the biz codenewline nobody beats the biz codenewline nobody beats the biz nobody beats the biz codenewline nobody beats the biz nobody beats the biz codenewline my name is tj swan nobody beats the biz codenewline i rock you on and on nobody beats the biz codenewline you know nobody that beats the biz codenewline i know nobody that beats the biz codenewline nobody beats the biz nobody beats the biz codenewline nobody beats the biz nobody beats the biz codenewline nobody beats the biz nobody beats the biz codenewline nobody beats the biz nobody beats the biz codenewline my name is tj swan nobody beats the biz codenewline i rock you on and on nobody beats the biz codenewline you know nobody that beats the biz codenewline i know nobody that beats the biz codenewline nobody beats the biz nobody beats the biz codenewline nobody beats the biz nobody beats the biz codenewline ",849.654437863,1364.21
"1218",162836,"revelation",2006,"d-12","Hip-Hop","codenewline i don't want to go to school i don't need no education codenewline i don't want to be like you i don't want to save the nation codenewline i just want to live my life everyday a celebration codenewline one day i'ma leave this world i'm waiting for the revelation codenewline codenewline i want to kill myself i'm still debating codenewline in front of a baptist church masturbating codenewline praying to satan think i'm crazy cause i smoke crack codenewline live on in a twofamily flat fuck it codenewline tired of gettin hit in the face with a broom codenewline my moms on her period my dad's in my room daddy no codenewline i got ten rocks and i need to get out codenewline i told him in five minutes out my own damn mouth moms smoke crack codenewline my poor grandmother god bless her soul codenewline the bitch got aids aww she just waiting to die of a cold codenewline there's three things that keep me from being a nazi codenewline i'm black a fag and my dad's liberace codenewline codenewline no matter how bad the beating i went to school cheating codenewline my dad whooped my ass at a pta meeting codenewline stick with school i had to have nuts just to do it codenewline got bored and became truant codenewline when i had the gall to go i just couldn't do it codenewline i was lured into corners by the peer pressure shit codenewline how would you feel if you was held by the tip of a barrel codenewline getting threatened to get your skin ripped to bone marrow codenewline bet suburban kids never got rushed for their apparel codenewline like me outcast last in class codenewline first to leave when the teacher called on me codenewline best believe i had somethin up my sleeve codenewline codenewline i've been praised and labeled as crazed codenewline my mother was unable to raise me full of crazy rage codenewline an angry teenager nothing can change me back codenewline gangsta rap made me act like a maniac codenewline i was boosting so influenced by music i used it codenewline as an excuse to do shit ooh i was stupid codenewline no one can tell me nothing hiphop overwhelmed me codenewline to the point where it had me in a whole another realm codenewline it was like isolating myself was healthy codenewline it felt like we was on welfare but wealthy codenewline compelled me to excel when school it failed me codenewline expelled me and when the principal would tell me codenewline i was nothing and i wouldn't amount to shit codenewline i made my first million and counted it codenewline now look at a fucking dropout that quits codenewline stupid as shit rich as fuck and proud of it codenewline that's why codenewline codenewline codenewline i was raised with a rifle and mask codenewline steadily beating my psychiatrist ass just for asking about my past codenewline bitch i was never on that punk shit fucking around codenewline can get yo' beloved abducted smothered in blood quick codenewline you couldn't pay swift to give a fuck codenewline was crazy like my father it must of been poison in that nigga's nut codenewline far as probation fuck peeing in cups codenewline i violate at any time let 'em see the blunt codenewline i grew up steadily masturbating inside of cells codenewline young as hell having conversations with myself codenewline you could tell i wasn't lenient a disobedient codenewline lynched and slapped teachers bitch i'm not reading it codenewline you don't know what dos go through a little nigga codenewline sipping liquor with my old dude what the fuck you goin' do codenewline i'm quick to curse you i told my mother that i'ma hurt you codenewline if you ever again mention a curfew codenewline codenewline look my family ignored me and i don't like that codenewline they don't even listen when i tell them i'll be right back codenewline yeah whatever this nice beautiful house ma it don't mean shit codenewline cause you know daddy's a drunk and he don't clean shit codenewline and yesterday he hit me like a grown fucking man codenewline i couldn't stand up to him i just ducked and ran codenewline i'm sick of this i wish on christmas codenewline that i can get a loaded fourfifth and put a fucking end to this codenewline fuck it i got no friends and i can't get a bitch codenewline only thing i have is dirty magazines and sticky fingertips codenewline nothing to smile about i'm about to lose my mind codenewline got me an automatic nine now i'm balling out codenewline codenewline wait 'til school's over pupil are people to shoot through codenewline kids going cuckoo with a twotwo codenewline since my fame is this new dude in this high school codenewline losing his noodle learn that people don't like you codenewline the football jocks is spitting on him codenewline popular kids in school is now picking on him codenewline burn out youngsta niggas now hitting on him codenewline and his teacher in his english class keep flipping on him codenewline and now he's grounded with no allowances codenewline for drinking forty ounces cause he was caught by his counselors codenewline and why the fuck i gotta ride the bench coach codenewline already got expelled for wearing a trench coat codenewline all i ever seen is violence violence codenewline told me to keep silent stepped back in my eyelids codenewline it's apparent that my parents weren't parents at all codenewline that's why i blew out my brains and murdered you all codenewline codenewline ",1215.761552613,1864.21
"1219",261937,"clap-it-up",2010,"audio-push","Hip-Hop","clap it up by audio push lyrics codenewline clap it up 16x's codenewline back it up 16x's codenewline iight clap it up for him girl codenewline stop it drop it get it codenewline im octane baby and i run my city codenewline i started getting money and yeupp im getting bread still codenewline clap it up and back it up and run it like a treadmill codenewline you clap that and ima sit and throw hundreds codenewline flow sick coughin' and my nose still runnin' codenewline i step up in the spot and make yo girl drip fluid codenewline nike sign on her booty so you know i had to do it codenewline and you aint gotta like it i know the world still does codenewline and everything you hate about us yo girl love codenewline she came up in the party w her hands in the air codenewline told yo girl who i was and yo girl said swear codenewline said baby you right yeah its me its me codenewline if you gon' clap it up lemme see lemme see codenewline she said octane i never did this befo codenewline i said i heard that befo now get on the dance flo codenewline clap it up 16x's codenewline hold up codenewline back it up 16x's codenewline ",416.377503182,484
"1220",250527,"the-major-leagues",2010,"atmosphere","Hip-Hop","codenewline he started running down the middle of the street codenewline bare feet looking like he needs a little to eat codenewline broad daylight the school kids are laughing at him codenewline it doesn't matter he's battling a traffic jam codenewline a pacman tryna come up a quarter codenewline joystick put your score in the corner codenewline running from the ghosts till you get that pill codenewline gotta hit the wall when you wanna stand still codenewline he's used to sell crack years back codenewline i remember it was him and his weird fat cousin codenewline the last ones that you would've guessed at it codenewline soundtrack was black planet and sex packets codenewline a long time ago in a hood codenewline that is still relatively close as the crow flies codenewline no time to grieve or bleed codenewline tryna find a way to fulfill those needs codenewline codenewline such temptation what's the basis codenewline cutthroat rages tuck the razor codenewline stuck in a phase of must get paid here codenewline blood rush raised up to the majors codenewline codenewline i was living at my dad's crib codenewline still a kid when my best friend began to drift codenewline so i guess i was a lame codenewline cause i wasn't with the game motherfuck cocaine codenewline yeah i know you didn't want to be broke codenewline it's a common excuse for those that sold dope codenewline if your momma had knew i know she'd throw blows codenewline y'all moved here from chicago to grow codenewline you got a tool up inside of your coat codenewline and you got no clue why you decided to smoke codenewline i never even said goodbye to the bloke codenewline i would see him around but never try to provoke codenewline but here we are two decades later codenewline i'm curious to see what the kingpin's days made of codenewline you never got to be scarface codenewline caught between a rock and a hard place codenewline maybe he got something to say to me codenewline i have to patiently wait and see codenewline hoping that heaven has a vacancy for dope fiends codenewline cause i know he never made it to the major leagues codenewline codenewline ",489.099857651,727.13
"1221",38289,"burn-out-drive-fast",2011,"cali-swag-district","Hip-Hop","burn out burn out burn out codenewline burn out burn out burn out codenewline burn out burn out burn out codenewline burn out burn out burn out codenewline it goes pedal to the medal codenewline see me flyin' down the street codenewline and if you really want some problems then i'm drivin' to the beat codenewline my middle finger to police codenewline and imma make my music bounce codenewline and you can never make it slow down codenewline 'cause my shit is way too fast codenewline drive fast drive fast drive fast drive fast codenewline 'cause if you ain't first then you're last codenewline drive fast drive fast drive fast and if you're moving slow get the fuck up off the road codenewline burn out burn out burn out codenewline burn out burn out burn out codenewline burn out burn out burn out codenewline burn out burn out burn out codenewline i ain't lost to a motherfucking camaro yet i'll be flying round the city in a motherfucking jet codenewline my nigga come correct i'm sitting on a set of big rims and big balls codenewline and i get big checks you a rooky i'm a vet my engine so fresh codenewline 'cause the wip look good and i'll be getting me a set codenewline hoes love it when i pull up and see that black hood scoop codenewline what they say they'll be like smooth can we ride with you codenewline i look like a hundred grand at the line codenewline you just download it boy i'm the man at the line my shit is so hot niggas getting tans at the line codenewline my trunk so loud marching band at the line codenewline its green like go that's all a nigga do until there's nothing dat bitches and niggas i just keep it moving codenewline sorry keep us moving get your weak ass off the pavement codenewline and i ain't turning nothing out so if you niggas want to race me codenewline it goes pedal to the medal codenewline see me flyin' down the street codenewline and if you really want some problems then i'm drivin' to the beat codenewline my middle finger to police codenewline and imma make my music bounce codenewline and you can never make it slow down codenewline 'cause my shit is way too fast codenewline drive fast drive fast drive fast drive fast codenewline 'cause if you ain't first then you're last codenewline drive fast drive fast drive fast and if you're moving slow get the fuck up off the road codenewline burn out burn out burn out codenewline burn out burn out burn out codenewline burn out burn out burn out codenewline burn out burn out burn out codenewline see me in the streets then i've been driving like a maniac codenewline catch me at the light if you snitch me you can hollaback codenewline 80 down the road my mama says boy you a gonna crash codenewline i say i don't drink and drive so i will not be doing that codenewline driving like a fool and i live right by a school all the girlys in your school codenewline 'cause i bet you not a fan of that codenewline 15 inch kickers keep on kickin back but the nigga handle now codenewline 'cause the whole on the wheel one hand on the codenewline got money on my mind and i gotta codenewline 'cause i burn up deadly but the weather so cold like the pennies on the road codenewline it goes pedal to the medal codenewline see me flyin' down the street codenewline and if you really want some problems then i'm drivin' to the beat codenewline my middle finger to police codenewline and imma make my music bounce codenewline and you can never make it slow down codenewline 'cause my shit is way too fast codenewline drive fast drive fast drive fast drive fast codenewline 'cause if you ain't first then you're last codenewline drive fast drive fast drive fast and if you're moving slow get the fuck up off the road codenewline burn out burn out burn out codenewline burn out burn out burn out codenewline burn out burn out burn out codenewline burn out burn out burn out codenewline ",959.617651769,1674.35
"1222",266391,"eye",2012,"chino-xl","Hip-Hop","i know it gets no better than this codenewline when i'm on my detroit new jersey los angeles shit codenewline i have a whole crowds pumping their fist codenewline feeling like it when we was kids codenewline i'd have proof and jdilla both back in this bitch codenewline you let the weed smoke flow from your chest codenewline and thank god that hip hop exists codenewline and now back with a vengeance codenewline but you'se like oprah winfrey with a thousand stedmans codenewline break you open like a graving picking up the dead mens codenewline blessed making a living my show's an essence codenewline having lots of women in attendance codenewline listening to this murdereous creature infecting all time itself codenewline just with my vibe assistance codenewline please don't try this at home codenewline drums sounding like hannibal's elephants marching on their way to conquering rome codenewline and the patriots saying in vain giving a fuck what a hater think codenewline wiping your ass like marvin gaye's dad when he was crossdressing drank codenewline leaving a residue with death and destruction in this edifice codenewline clipping the wings of pegasus codenewline restlessness from the absence of a trusted mother's gentleness codenewline cash stash stick it in burt reynold's shit codenewline monsterous no conscienceness codenewline collabing with the ghost of rappers codenewline i've killed that death hasn't been fast enough to process yet codenewline throwing pictures at moving cars like wushu man codenewline it's all fun and games until it's chino versus planet codenewline i'll push a baby to the desert and watch her lungs expand codenewline shaking like radioation that's leaking from japan codenewline paying for my karmic death codenewline like christians in the colosseum singing while lions tearing them to shreds codenewline it's colder than pittsburgh the spics disturbed codenewline the women whisper it's mrdisappearing with your sister codenewline prepare to be in the air when gabriel's horns blows codenewline but malakai ain't got nothing on the evil under this cornrolls codenewline your cars spinning with chrome not a significant gold codenewline i'm guiding the flesh with flows like the vatican chose codenewline your frailed nose gets finished and explosed codenewline get exposed sitting on a venice throne of skinning scolds codenewline chino is back and it's the illest situation codenewline it's like the second coming of christ and every latino celebrating codenewline still carrying them cyanide capsuls codenewline recolada i'm beating that ink outta your tattoos codenewline the bonafide hesus divine statue codenewline got a love for hiphop that could never be lost codenewline even if it ignores me like the media ignored slavery and armenian holocaust codenewline ",515.728768216,760.48
"1223",177236,"applausi-per-fibra",2006,"fabri-fibra","Hip-Hop","oh io non capisco perche' codenewline ma ogni periodo c'e'qualcuno che se viene fuori che io sono morto ha ha ha ha codenewline raga applausi codenewline rit codenewline applausi per fibra fibra fibra fibra fibra codenewline applausi applausi applausi per fibra codenewline io mangiavo lucertole aperte da ragazzino codenewline tornavo a casa e vomitavo in mezzo al giardino codenewline non ho mai smesso un giorno di fantasticare codenewline non ho mai fatto grandi successi in generale codenewline guardando gli altri mi sembravano cosi' lontani codenewline chiedendomi se a casa loro volassero i divani codenewline l'ultima volta che mio padre e' andato a letto con mia madre codenewline prese a calci una parete e in testa gli cadde una trave codenewline e mio fratello che mi chiese quanto fosse grave codenewline fatto sta che litigando si divisero le strade codenewline anche se restano le urla e rimangono le grida codenewline per casa per strada raga codenewline rit codenewline ho perso la testa troppe volte da ragazzino codenewline ogni flash mi nascondevo in uno stanzino codenewline ho ancora qualche problema a socializzare codenewline ma tutto sommato non diresti che sto andando male codenewline e questo e' fibra fibra l'anno scorso dove andava codenewline posso dire una cazzata mi son ripulito raga codenewline non c'e' stata mai la strada da seguire in qualche modo che sfiga codenewline sfiga e' fabri fibra codenewline hai comprato il mio cd e lo canti tutto a memoria codenewline e' uno scandalo quando poi l'hai copiato a meta' scuola codenewline questo e' il mio passaparola questo e' l'anno abbasso vibra codenewline doppia f e' la mia sigla raga codenewline rit codenewline ora se tu hai seguito il mio percorso codenewline come se fosse un concorso codenewline allora fai l'ultimo sforzo e chiediti il perche' codenewline e' sempre il solito discorso ogni mattina col rimorso codenewline almeno pagami il rimborso e vaffanculo anche a te codenewline non voglio fibra in giro codenewline non voglio fibra ai party codenewline non voglio chi ha successo non voglio quattro infarti codenewline non voglio far del bene perche' tu non vuoi bene codenewline non si puo' stare insieme se m'ingorghi le vene codenewline non domandarti come passano i giorni e le notti codenewline non guardi mamma mentre piange e lacrima dagli occhi codenewline cambio lavoro cambio casa cambio figa codenewline cambio le amicizie che sfiga codenewline rit codenewline ",51.969696971,96.42
"1224",97969,"the-wire",2014,"david-dallas","Hip-Hop","ohh ohh ohh codenewline easy what you want could be another thing codenewline it is the power of it's all codenewline easy what you've got one minute it is here codenewline and then another it is gone codenewline oh codenewline and higher and higher codenewline i'm going out in codenewline the wire the wire codenewline is growing and buried in codenewline and you can call it codenewline but i never gonna won't let leave codenewline the wire the wire codenewline though it's giving out for me codenewline it's time to knock em down it's time to run around codenewline acting crazy it's real nothing from daisy codenewline i'm ghost i'm trying think that's so f*cking crazy the most codenewline it's keeping kids and that i'm at nature the most codenewline so will be playing thanks down we'll be making jokes codenewline in case we choke rather make out all out while we did try codenewline we better shamed that we built a plane and then fly codenewline living lies man if only we can live and live codenewline am i not be the great but it's good in the middle codenewline and made the chess stars but the work that i live codenewline and if you did it from the heart know the lord forgive em codenewline may nobody for bitches from this first step codenewline on the high ride we can be the worst yet codenewline and be your best now i'm runnin' once or twice codenewline know i'm on it my death know i feel and keep it codenewline i'm sustaining on the edge codenewline easy what you want could be another thing codenewline it is the power of it's all codenewline easy what you've got one minute it is here codenewline and then another it is gone codenewline oh codenewline and higher and higher codenewline i'm going out in codenewline the wire the wire codenewline is growing and buried in codenewline and you can call it codenewline but i never gonna won't let leave codenewline the wire the wire codenewline though it's giving out for me codenewline yeah i track it to this life codenewline all of the side of it codenewline and what it seems still i wanna be a part of it codenewline and i carry some skies from it codenewline you never know if you can carry a film codenewline and if you never been the star of it codenewline for the couple i'm going for he asking codenewline thought i'd be happy with that and you got it wrong codenewline i had to leave em behind although we got em long codenewline as the trains even today you even ruffle wrong codenewline don't know if i got em wrong i live it up codenewline play some good defense and stick codenewline best shape of my life i'm sick if it thug codenewline ain't upon me stay i bought tickets dough codenewline and i conq with the show codenewline though i know it's such a long way down but such a long way be now codenewline that i forgot who i used to be i'm doing this codenewline is the only thing that's true and me me codenewline ",591.006167372,1002.28
"1225",255678,"shades-of-gray",2014,"gnarls-barkley","Hip-Hop","turns another shade of gray codenewline said the chair to the mirror codenewline ",15.803030302,31.54
"1226",175098,"get-involved",2009,"ginuwine","Hip-Hop","get involved codenewline ginuwine get involved codenewline timbaland get involved codenewline misdemeanor get involved codenewline ginuwine get involved codenewline blow your mind i does it all codenewline misdemeanor that freaky talk codenewline that freadydeakydick licklicky talk codenewline i ain't gotta take it off codenewline i just wanna get involved codenewline i just wanna get involved codenewline i i just wanna get involved codenewline you wanna get involved codenewline get involved codenewline i don't mean to come on come on too strong codenewline but girl you make me weak codenewline look so pretty so innocent codenewline make me wanna bring out the freak codenewline ain't gotta be scared go 'head let it out codenewline it could stay between you and me codenewline we could turn it up i'm turnin' you out codenewline if you take my hand and leave codenewline codenewline codenewline get down get down codenewline come on come on codenewline girl girl get involved with me codenewline codenewline girl get it involved with me codenewline get involved with me codenewline you know my ammo codenewline girl it's timbo codenewline get dough and i stay on my grind codenewline you say that you ain't leavin' with me tonight codenewline then why you keep givin' me the eye codenewline a little convo you'll be ready to go codenewline i bet that i i could make you mine codenewline i'll beat on your drum bump bump codenewline get you off codenewline i bet that i could beat it right codenewline codenewline codenewline get down get down codenewline come on come on codenewline girl girl get involved with me codenewline codenewline girl get it involved with me codenewline get involved with me codenewline man you know you wanna get it bald codenewline tryn'a get up in my sugar walls codenewline tttake my clothes off codenewline ride that pony like wooha codenewline yeah you know i'm a fridileakleak codenewline heavy d twidity didididi codenewline ain't no chick be flyer than me codenewline my lumps so big see 'em in 3d codenewline hop in the the track like skirderdeder codenewline timbaland did the beat yidiyetyer codenewline ginuwine back like yidiyetyer codenewline can't nobody top that thur codenewline well it takes two to make a thing go right codenewline here comes baby with me all night codenewline you should know what a real chick likes codenewline get involved well i just might codenewline girl said you gotta get involved codenewline codenewline codenewline codenewline get down get down codenewline come on come on codenewline girl girl get involved with me codenewline codenewline girl get it involved with me codenewline get involved with me codenewline ",709.606959555,864.12
"1227",291977,"creepin-solo-remix",2009,"chamillionaire","Hip-Hop","codenewline in the streets i'm peepin' game codenewline i can't trust you no no codenewline all up in my business mayne codenewline i stay on the lowlow codenewline say they really really fake codenewline can't mess wit' you no mo' codenewline closest people to you hate codenewline so i be rollin' solo codenewline i'm creepin' on the lowlow codenewline creepin' on the lowlow codenewline creepin on the lowlow codenewline i be rollin' i be rollin' solo codenewline i'm creepin' on the low codenewline creepin' on the lowlow codenewline creepin' on the lowlow codenewline i be rollin' i be rollin' solo codenewline i'm creepin' on the low codenewline codenewline i came in the game with a bang codenewline and i did it all with no cosigner codenewline i be bragging like i'm the best codenewline like professor x is my ghost rider codenewline read your mind slumdog chamillionaire codenewline but i couldn't accept the oscar codenewline i ain't never been a actor pussy codenewline wouldn't let me in the spot with my chopper codenewline they think they run shitbackwardsthe industry is backwards to me codenewline all the gangstas is on the net codenewline and all the nerds claim that they in the streets codenewline bilingual so pig latin is about to be my new third language codenewline get up off of my ickday cuz i'm legendary i've been famous codenewline hispanics like adios and the japanese is like sayonara codenewline africans is gonna see your darpo i be here when you gone tomorra codenewline i'll be back that's termination codenewline extermination you don't exist codenewline i'll show i'm it and you know i'm pissed codenewline tick tick boom and you got a hole in your head codenewline if you knew my past and you knew my cash codenewline i'm better stacked that you never diss codenewline the villian's back and venom black codenewline when i click clack i will never miss codenewline i can't lose before i do codenewline you coming too so tell em this codenewline i put lipstick on my hollow tip codenewline i put it in a clip and then blow a kiss codenewline codenewline codenewline trapper turned rapper dapper then damn codenewline who the fuck you think it is codenewline ridin up in the benz codenewline totin two twins codenewline racktop in the wind codenewline 24 inch rims codenewline from the west side west side it's him codenewline east side i'm stumblin in timbs codenewline down south keep a chrome mouth codenewline sippin on sizzurp with a chrome mouth codenewline in tex i'm a asshole renagade like castro codenewline any hood it's all good fuckin with my cash flow codenewline desert eagle give a nigga what he ask for codenewline solo nigga gotta ride dolo codenewline burst taped under the red and black bolo codenewline liquored up fill your cup codenewline been a paper boy since jigga what codenewline luda chamilitary and the shooter codenewline tires burning rubber til they bald like buda codenewline platinum plaque back to back codenewline nigga got a ball nigga never go soft codenewline never fall off never not be rich codenewline blacked out benz with the baseball stitch codenewline they clutchin they lovin codenewline the way that we thuggin codenewline i'm back on my grind codenewline they hatin but fuck em codenewline codenewline codenewline i be creeping lower than low codenewline light another blunt i'm smoking the dro codenewline chokin' lokin' never provoke him codenewline the trunk'll get popped and i'll open the do' codenewline lungs full of smoke codenewline got me slower than slow codenewline feel like i'm trapped and there's nowhere to go codenewline so i just pull out the bazooka blah codenewline leave a fuckin' hole in the flo' codenewline luda i'm so dope wit' the flow codenewline trunk fulla speakers pocket fulla dubs codenewline how much wood could a wood chuck chuck codenewline if a wood chuck could chuck wood codenewline grain grippin' on the wheel codenewline turn it turn it codenewline blow another stack codenewline i earned it earned it codenewline blow another amp codenewline pull another tramp codenewline light another blunt codenewline burn it burn it codenewline flame it up hear my flow i changed it up codenewline everybody grab your gats and hold 'em load 'em sock 'em lock 'em cock 'em and aim it up codenewline bang it up off in the sky codenewline catch me rollin' off in the ride codenewline 26 inches codenewline leave 'em defenseless codenewline 45 always tucked in the side codenewline open your eyes see me cruisin' codenewline 'cuz i keep winning and these boys keep losing codenewline plus i'm the pimp of the year codenewline playas is hatin' and hoes is choosing codenewline look at all the hoes you losing codenewline then look at all the game i got codenewline and you can catch me creepin' on the lowlow codenewline luda ridin' solo beatin' the block codenewline codenewline ",970.675832611,1490.68
